,Iteration,Fitness,FEvals,Time,State,Restarts,max_iters,current_restart
19,10000,684.5703936963318,11490,16.49083711899948,"[7, 6, 2, 0, 8, 4, 1, 9, 3, 5]",100,10000,9
20,0,1277.7975157913638,11490,16.547614102997613,"[7, 4, 2, 0, 8, 6, 3, 5, 9, 1]",100,10000,10
21,10000,697.6207496030206,12590,19.833131267998397,"[9, 5, 7, 3, 6, 2, 0, 8, 4, 1]",100,10000,10
22,0,1503.5827368574508,12590,19.894987839998066,"[6, 7, 0, 9, 1, 2, 8, 3, 5, 4]",100,10000,11
23,10000,684.5703936963318,13766,23.64572837399828,"[9, 1, 4, 8, 0, 2, 6, 7, 5, 3]",100,10000,11
24,0,1336.3338000883036,13766,23.713274216999707,"[7, 8, 5, 2, 6, 9, 1, 4, 3, 0]",100,10000,12
25,10000,684.5703936963318,14872,27.539788176000002,"[5, 7, 6, 2, 0, 8, 4, 1, 9, 3]",100,10000,12
26,0,1512.3152406576105,14872,27.614707688000635,"[7, 0, 9, 2, 1, 4, 5, 3, 8, 6]",100,10000,13
27,10000,697.6207496030206,15941,31.561351844000455,"[2, 6, 3, 7, 5, 9, 1, 4, 8, 0]",100,10000,13
28,0,1722.4905389014664,15941,31.638200666999182,"[0, 9, 2, 3, 6, 4, 7, 8, 1, 5]",100,10000,14
29,10000,697.6207496030206,17017,36.00939010199727,"[9, 5, 7, 3, 6, 2, 0, 8, 4, 1]",100,10000,14
30,0,1518.1116722329282,17017,36.0915934629993,"[3, 6, 7, 4, 0, 5, 1, 9, 2, 8]",100,10000,15
31,10000,697.6207496030205,18094,40.69172592599716,"[3, 6, 2, 0, 8, 4, 1, 9, 5, 7]",100,10000,15
32,0,1278.2509856422782,18094,40.77854839399879,"[2, 5, 7, 1, 8, 3, 0, 9, 4, 6]",100,10000,16
33,10000,697.6207496030206,19252,46.00347746799889,"[0, 8, 4, 1, 9, 5, 7, 3, 6, 2]",100,10000,16
34,0,1375.171391706366,19252,46.09543638999821,"[7, 2, 6, 0, 9, 8, 5, 4, 3, 1]",100,10000,17
35,10000,684.5703936963318,20375,51.5231250020006,"[7, 6, 2, 0, 8, 4, 1, 9, 3, 5]",100,10000,17
36,0,1568.0595319203796,20375,51.62133829099912,"[3, 5, 1, 7, 9, 6, 4, 2, 8, 0]",100,10000,18
37,10000,684.5703936963321,21452,57.13577470999735,"[4, 1, 9, 3, 5, 7, 6, 2, 0, 8]",100,10000,18
38,0,1346.2143382328684,21452,57.23908586399921,"[2, 4, 1, 0, 6, 8, 3, 9, 7, 5]",100,10000,19
39,10000,697.6207496030206,22561,63.21656638299828,"[1, 4, 8, 0, 2, 6, 3, 7, 5, 9]",100,10000,19
40,0,1505.7322234474948,22561,63.32420948700019,"[1, 5, 2, 8, 4, 0, 3, 7, 9, 6]",100,10000,20
41,10000,684.570393696332,23808,70.37660580499869,"[6, 7, 5, 3, 9, 1, 4, 8, 0, 2]",100,10000,20
42,0,1007.6629075388096,23808,70.49036431599961,"[9, 1, 4, 2, 6, 0, 7, 3, 5, 8]",100,10000,21
43,10000,697.6207496030206,24872,76.8575090259983,"[1, 4, 8, 0, 2, 6, 3, 7, 5, 9]",100,10000,21
44,0,1333.8366974342607,24872,76.9762843569988,"[4, 7, 9, 5, 1, 8, 3, 0, 6, 2]",100,10000,22
45,10000,684.5703936963318,26030,84.27681615199981,"[0, 8, 4, 1, 9, 3, 5, 7, 6, 2]",100,10000,22
46,0,1443.1959524644342,26030,84.40083582599982,"[7, 2, 3, 4, 1, 6, 0, 5, 9, 8]",100,10000,23
47,10000,684.5703936963318,27163,91.93513754999731,"[9, 1, 4, 8, 0, 2, 6, 7, 5, 3]",100,10000,23
48,0,1071.1416062056428,27163,92.06503808799971,"[6, 2, 0, 5, 7, 1, 8, 9, 4, 3]",100,10000,24
49,10000,684.5703936963318,28242,99.6079294730007,"[6, 2, 0, 8, 4, 1, 9, 3, 5, 7]",100,10000,24
50,0,1446.7293785114587,28242,99.74244068699772,"[5, 8, 6, 3, 9, 7, 1, 4, 2, 0]",100,10000,25
51,10000,697.6207496030205,29330,107.77369455000007,"[0, 2, 6, 3, 7, 5, 9, 1, 4, 8]",100,10000,25
52,0,1536.8857704088332,29330,107.91326131799724,"[2, 9, 1, 0, 5, 3, 7, 8, 6, 4]",100,10000,26
53,10000,697.6207496030207,30355,115.76969571999871,"[8, 4, 1, 9, 5, 7, 3, 6, 2, 0]",100,10000,26
54,0,1371.7862226161944,30355,115.91771166900071,"[1, 9, 5, 8, 2, 3, 4, 0, 6, 7]",100,10000,27
55,10000,697.6207496030206,31457,124.74087357700046,"[5, 9, 1, 4, 8, 0, 2, 6, 3, 7]",100,10000,27
56,0,1348.288340939746,31457,124.89059839499896,"[3, 5, 1, 0, 6, 7, 9, 4, 2, 8]",100,10000,28
57,10000,697.6207496030205,32568,134.35298918099943,"[9, 1, 4, 8, 0, 2, 6, 3, 7, 5]",100,10000,28
58,0,1538.183025716211,32568,134.51299017199926,"[3, 8, 7, 2, 9, 0, 4, 1, 5, 6]",100,10000,29
59,10000,697.6207496030206,33761,145.35310876899894,"[4, 1, 9, 5, 7, 3, 6, 2, 0, 8]",100,10000,29
60,0,1216.518848937818,33761,145.51531834200068,"[7, 5, 4, 9, 8, 6, 2, 3, 1, 0]",100,10000,30
61,10000,697.6207496030205,34836,155.52641822199803,"[9, 1, 4, 8, 0, 2, 6, 3, 7, 5]",100,10000,30
62,0,1292.6921079057133,34836,155.69286391499918,"[1, 8, 2, 3, 9, 5, 0, 6, 7, 4]",100,10000,31
63,10000,697.6207496030205,35935,166.06391956299922,"[1, 9, 5, 7, 3, 6, 2, 0, 8, 4]",100,10000,31
64,0,1571.418626520174,35935,166.23370278799848,"[7, 0, 4, 5, 6, 9, 3, 2, 8, 1]",100,10000,32
65,10000,684.5703936963318,37171,178.40315849699982,"[7, 6, 2, 0, 8, 4, 1, 9, 3, 5]",100,10000,32
66,0,987.0415190003715,37171,178.5791309169981,"[5, 3, 7, 1, 8, 9, 4, 0, 2, 6]",100,10000,33
67,10000,697.6207496030206,38257,189.66580092599906,"[3, 7, 5, 9, 1, 4, 8, 0, 2, 6]",100,10000,33
68,0,1601.6319584978778,38257,189.84715009499996,"[0, 2, 1, 6, 8, 5, 3, 4, 7, 9]",100,10000,34
69,10000,684.5703936963318,39415,202.20069772100032,"[6, 2, 0, 8, 4, 1, 9, 3, 5, 7]",100,10000,34
70,0,1381.4765936234473,39415,202.40801452300002,"[9, 7, 8, 2, 6, 3, 4, 0, 1, 5]",100,10000,35
71,10000,844.7910599666596,40533,214.63914552999995,"[9, 5, 7, 6, 2, 0, 3, 8, 4, 1]",100,10000,35
72,0,1490.885541307227,40533,214.85651505200076,"[2, 7, 8, 1, 6, 0, 4, 5, 3, 9]",100,10000,36
73,10000,697.6207496030206,41593,227.06128062999778,"[9, 5, 7, 3, 6, 2, 0, 8, 4, 1]",100,10000,36
74,0,1091.4415692535895,41593,227.25762375499835,"[0, 8, 7, 3, 5, 2, 6, 4, 9, 1]",100,10000,37
75,10000,684.570393696332,42740,240.80482325399862,"[1, 9, 3, 5, 7, 6, 2, 0, 8, 4]",100,10000,37
76,0,1346.2920391862767,42740,241.02468813299856,"[9, 6, 0, 1, 2, 5, 7, 3, 4, 8]",100,10000,38
77,10000,684.570393696332,43817,254.35384255999816,"[8, 4, 1, 9, 3, 5, 7, 6, 2, 0]",100,10000,38
78,0,1191.247670052247,43817,254.57859451100012,"[2, 6, 5, 9, 4, 3, 1, 8, 7, 0]",100,10000,39
79,10000,697.6207496030206,44934,268.75990152399754,"[2, 0, 8, 4, 1, 9, 5, 7, 3, 6]",100,10000,39
80,0,1561.919873785536,44934,268.98769453099885,"[3, 0, 4, 5, 1, 2, 8, 6, 7, 9]",100,10000,40
81,10000,684.5703936963318,46042,283.4095957289974,"[9, 3, 5, 7, 6, 2, 0, 8, 4, 1]",100,10000,40
82,0,1128.4804041243124,46042,283.6275881319998,"[7, 3, 2, 6, 0, 9, 4, 1, 5, 8]",100,10000,41
83,10000,697.6207496030206,47188,298.8271987509979,"[7, 3, 6, 2, 0, 8, 4, 1, 9, 5]",100,10000,41
84,0,1483.6702842785078,47188,299.07414586499726,"[2, 1, 3, 8, 9, 6, 5, 7, 4, 0]",100,10000,42
85,10000,697.6207496030206,48270,313.81619605800006,"[4, 1, 9, 5, 7, 3, 6, 2, 0, 8]",100,10000,42
86,0,1607.9731095948434,48270,314.0617582069972,"[5, 8, 2, 3, 4, 0, 1, 7, 6, 9]",100,10000,43
87,10000,844.7910599666596,49368,329.5755855879979,"[2, 0, 3, 8, 4, 1, 9, 5, 7, 6]",100,10000,43
88,0,1397.3064819462995,49368,329.82658729099785,"[2, 1, 5, 6, 3, 7, 0, 8, 9, 4]",100,10000,44
89,10000,697.6207496030206,50472,345.7537008379986,"[9, 5, 7, 3, 6, 2, 0, 8, 4, 1]",100,10000,44
90,0,1576.7053937393339,50472,346.0106226860007,"[2, 1, 6, 4, 5, 8, 9, 7, 3, 0]",100,10000,45
91,10000,684.5703936963321,51540,361.6825297989999,"[4, 1, 9, 3, 5, 7, 6, 2, 0, 8]",100,10000,45
92,0,1419.4022503092149,51540,361.9431420039982,"[0, 4, 2, 5, 7, 6, 1, 3, 9, 8]",100,10000,46
93,10000,697.6207496030207,52596,377.8303969039989,"[8, 4, 1, 9, 5, 7, 3, 6, 2, 0]",100,10000,46
94,0,1515.6817385217992,52596,378.09350015699965,"[6, 5, 4, 0, 9, 1, 3, 2, 7, 8]",100,10000,47
95,10000,684.5703936963318,53634,394.0944234589988,"[6, 2, 0, 8, 4, 1, 9, 3, 5, 7]",100,10000,47
96,0,1477.1781226879389,53634,394.36761582399777,"[9, 8, 7, 3, 4, 2, 6, 1, 5, 0]",100,10000,48
97,10000,684.5703936963318,54800,412.59376298799907,"[3, 5, 7, 6, 2, 0, 8, 4, 1, 9]",100,10000,48
98,0,1521.0211611041327,54800,412.85100292199786,"[5, 8, 0, 7, 2, 9, 1, 6, 4, 3]",100,10000,49
99,10000,684.570393696332,55883,430.3377639669998,"[6, 7, 5, 3, 9, 1, 4, 8, 0, 2]",100,10000,49
100,0,1487.4989838242036,55883,430.6182828380006,"[8, 3, 6, 5, 0, 7, 4, 9, 1, 2]",100,10000,50
101,10000,697.6207496030206,56920,447.8570379869998,"[8, 0, 2, 6, 3, 7, 5, 9, 1, 4]",100,10000,50
102,0,1165.2158560520659,56920,448.126821949998,"[2, 7, 5, 3, 1, 4, 6, 9, 8, 0]",100,10000,51
103,10000,697.6207496030206,58049,467.3299794550003,"[3, 7, 5, 9, 1, 4, 8, 0, 2, 6]",100,10000,51
104,0,1356.7401704277338,58049,467.62072948399873,"[8, 6, 3, 7, 1, 4, 2, 0, 9, 5]",100,10000,52
105,10000,697.6207496030205,59309,489.2667602119982,"[1, 9, 5, 7, 3, 6, 2, 0, 8, 4]",100,10000,52
106,0,1689.2421052976968,59309,489.5691812619989,"[4, 6, 5, 8, 0, 7, 1, 3, 9, 2]",100,10000,53
107,10000,684.5703936963318,60506,510.4898376659985,"[2, 6, 7, 5, 3, 9, 1, 4, 8, 0]",100,10000,53
108,0,1602.1101997581573,60506,510.7923773980001,"[6, 4, 0, 3, 5, 2, 1, 7, 9, 8]",100,10000,54
109,10000,684.5703936963318,61638,531.0781949709999,"[0, 8, 4, 1, 9, 3, 5, 7, 6, 2]",100,10000,54
110,0,1511.84156975731,61638,531.3847478819989,"[6, 5, 0, 7, 1, 3, 2, 9, 4, 8]",100,10000,55
111,10000,697.6207496030206,62727,551.202384835,"[7, 5, 9, 1, 4, 8, 0, 2, 6, 3]",100,10000,55
112,0,1197.200572934545,62727,551.5181934309985,"[3, 9, 5, 1, 4, 7, 0, 2, 6, 8]",100,10000,56
113,10000,684.5703936963321,63759,570.8009465989999,"[4, 1, 9, 3, 5, 7, 6, 2, 0, 8]",100,10000,56
114,0,1431.879614400122,63759,571.1279156620003,"[0, 3, 5, 4, 6, 2, 9, 7, 8, 1]",100,10000,57
115,10000,684.5703936963318,64822,591.2331702449992,"[1, 4, 8, 0, 2, 6, 7, 5, 3, 9]",100,10000,57
116,0,1528.5323659722442,64822,591.5569697639985,"[2, 9, 7, 1, 3, 4, 0, 5, 8, 6]",100,10000,58
117,10000,684.570393696332,66027,614.8002705260005,"[2, 0, 8, 4, 1, 9, 3, 5, 7, 6]",100,10000,58
118,0,1544.4075990316276,66027,615.1329544219989,"[3, 8, 0, 6, 5, 1, 2, 4, 7, 9]",100,10000,59
119,10000,697.6207496030206,67176,637.696120695,"[7, 3, 6, 2, 0, 8, 4, 1, 9, 5]",100,10000,59
120,0,1426.1210368305135,67176,638.0292205359983,"[1, 8, 7, 6, 5, 0, 2, 9, 4, 3]",100,10000,60
121,10000,684.5703936963318,68323,661.0355511479975,"[1, 4, 8, 0, 2, 6, 7, 5, 3, 9]",100,10000,60
122,0,1100.2563130907627,68323,661.3821838580006,"[3, 9, 1, 8, 0, 7, 5, 4, 2, 6]",100,10000,61
123,10000,697.6207496030207,69398,683.25480943,"[8, 4, 1, 9, 5, 7, 3, 6, 2, 0]",100,10000,61
124,0,1235.3731824867493,69398,683.6020779760001,"[4, 3, 5, 9, 7, 2, 0, 8, 6, 1]",100,10000,62
125,10000,684.5703936963318,70529,706.8865965519981,"[9, 3, 5, 7, 6, 2, 0, 8, 4, 1]",100,10000,62
126,0,1480.3398359785353,70529,707.2346859690006,"[4, 8, 3, 6, 1, 9, 5, 0, 7, 2]",100,10000,63
127,10000,684.570393696332,71652,730.994518309999,"[1, 9, 3, 5, 7, 6, 2, 0, 8, 4]",100,10000,63
128,0,1312.966343210813,71652,731.331330271998,"[6, 3, 1, 0, 2, 7, 9, 4, 8, 5]",100,10000,64
129,10000,697.6207496030206,72824,755.8930759100003,"[5, 7, 3, 6, 2, 0, 8, 4, 1, 9]",100,10000,64
130,0,1106.2254308373144,72824,756.2602558189974,"[6, 2, 0, 9, 1, 8, 5, 4, 3, 7]",100,10000,65
131,10000,697.6207496030206,73886,779.442856316,"[6, 2, 0, 8, 4, 1, 9, 5, 7, 3]",100,10000,65
132,0,1621.8916005616875,73886,779.8081626189996,"[0, 5, 8, 1, 7, 4, 2, 9, 3, 6]",100,10000,66
133,10000,697.6207496030206,75003,804.2117958969975,"[3, 7, 5, 9, 1, 4, 8, 0, 2, 6]",100,10000,66
134,0,1598.986654446096,75003,804.5799472349972,"[2, 8, 5, 1, 6, 0, 9, 3, 4, 7]",100,10000,67
135,10000,697.6207496030206,76085,828.9568100209981,"[9, 5, 7, 3, 6, 2, 0, 8, 4, 1]",100,10000,67
136,0,1201.917071138217,76085,829.3270828290006,"[6, 1, 9, 0, 8, 3, 5, 7, 4, 2]",100,10000,68
137,10000,697.6207496030206,77191,854.4133026719974,"[2, 0, 8, 4, 1, 9, 5, 7, 3, 6]",100,10000,68
138,0,1324.968536498603,77191,854.781699545998,"[9, 1, 8, 7, 5, 3, 0, 2, 4, 6]",100,10000,69
139,10000,684.570393696332,78350,881.5356074369993,"[8, 4, 1, 9, 3, 5, 7, 6, 2, 0]",100,10000,69
140,0,1235.5501566243627,78350,881.9203615299994,"[5, 7, 9, 0, 2, 6, 4, 3, 8, 1]",100,10000,70
141,10000,684.5703936963318,79404,906.6734208109992,"[3, 5, 7, 6, 2, 0, 8, 4, 1, 9]",100,10000,70
142,0,1526.4069037777192,79404,907.0463193139985,"[4, 7, 2, 9, 5, 3, 0, 1, 6, 8]",100,10000,71
143,10000,684.5703936963318,80532,933.5802788239998,"[2, 6, 7, 5, 3, 9, 1, 4, 8, 0]",100,10000,71
144,0,1375.1172964218365,80532,933.9652809639992,"[8, 7, 4, 1, 2, 0, 6, 5, 9, 3]",100,10000,72
145,10000,684.5703936963318,81706,962.0458633519993,"[5, 7, 6, 2, 0, 8, 4, 1, 9, 3]",100,10000,72
146,0,1379.3103646998456,81706,962.4447903689979,"[4, 3, 2, 8, 0, 7, 5, 9, 1, 6]",100,10000,73
147,10000,844.7910599666598,82766,988.3503625150006,"[8, 3, 0, 2, 6, 7, 5, 9, 1, 4]",100,10000,73
148,0,1232.3775793091227,82766,988.7362584529983,"[0, 2, 1, 8, 9, 5, 7, 3, 4, 6]",100,10000,74
149,10000,697.6207496030206,83941,1017.8977501869995,"[2, 0, 8, 4, 1, 9, 5, 7, 3, 6]",100,10000,74
150,0,1395.898350480359,83941,1018.3142962399979,"[2, 4, 1, 6, 0, 3, 5, 8, 9, 7]",100,10000,75
151,10000,684.5703936963318,85017,1045.002735826998,"[7, 5, 3, 9, 1, 4, 8, 0, 2, 6]",100,10000,75
152,0,1679.6140198385629,85017,1045.4091320529988,"[0, 1, 2, 9, 8, 5, 4, 3, 6, 7]",100,10000,76
153,10000,684.5703936963318,86060,1071.699704540999,"[5, 3, 9, 1, 4, 8, 0, 2, 6, 7]",100,10000,76
154,0,1571.3177655492211,86060,1072.1284597079975,"[0, 3, 2, 1, 6, 7, 9, 8, 4, 5]",100,10000,77
155,10000,697.6207496030206,87093,1098.6457748760004,"[2, 6, 3, 7, 5, 9, 1, 4, 8, 0]",100,10000,77
156,0,1372.3614236452336,87093,1099.0777161419974,"[7, 6, 4, 1, 9, 5, 8, 2, 3, 0]",100,10000,78
157,10000,697.6207496030206,88213,1127.9982288249994,"[0, 8, 4, 1, 9, 5, 7, 3, 6, 2]",100,10000,78
158,0,1583.8907357567098,88213,1128.455382955999,"[3, 7, 6, 4, 8, 5, 1, 2, 9, 0]",100,10000,79
159,10000,684.5703936963318,89321,1157.0046458840006,"[3, 9, 1, 4, 8, 0, 2, 6, 7, 5]",100,10000,79
160,0,1101.4958487784625,89321,1157.4567593329994,"[6, 2, 0, 4, 7, 3, 9, 1, 8, 5]",100,10000,80
161,10000,684.570393696332,90379,1185.4064206589974,"[0, 2, 6, 7, 5, 3, 9, 1, 4, 8]",100,10000,80
162,0,1093.9457266833508,90379,1185.8668408899975,"[0, 7, 6, 2, 4, 3, 5, 9, 1, 8]",100,10000,81
163,10000,684.570393696332,91457,1215.0328805369973,"[0, 2, 6, 7, 5, 3, 9, 1, 4, 8]",100,10000,81
164,0,1216.439116789252,91457,1215.501119479999,"[2, 8, 4, 1, 0, 9, 6, 7, 5, 3]",100,10000,82
165,10000,684.5703936963318,92655,1248.219511291998,"[3, 9, 1, 4, 8, 0, 2, 6, 7, 5]",100,10000,82
166,0,1406.7569972052274,92655,1248.6917178589974,"[4, 9, 5, 2, 3, 0, 8, 1, 6, 7]",100,10000,83
167,10000,684.5703936963318,93696,1277.144411682999,"[3, 5, 7, 6, 2, 0, 8, 4, 1, 9]",100,10000,83
168,0,1478.866746029607,93696,1277.6202297879972,"[6, 0, 3, 9, 1, 7, 2, 4, 5, 8]",100,10000,84
169,10000,697.6207496030206,95053,1315.5140164679979,"[2, 6, 3, 7, 5, 9, 1, 4, 8, 0]",100,10000,84
170,0,1420.9605290378827,95053,1316.0009859439997,"[0, 7, 2, 1, 5, 3, 4, 8, 9, 6]",100,10000,85
171,10000,684.5703936963318,96188,1348.217684244999,"[0, 8, 4, 1, 9, 3, 5, 7, 6, 2]",100,10000,85
172,0,1576.0791302950465,96188,1348.6914260679987,"[6, 1, 7, 4, 5, 2, 8, 9, 3, 0]",100,10000,86
173,10000,697.6207496030206,97214,1378.1666498769991,"[5, 9, 1, 4, 8, 0, 2, 6, 3, 7]",100,10000,86
174,0,1377.4426427660958,97214,1378.6682103509993,"[8, 1, 0, 6, 4, 7, 5, 9, 3, 2]",100,10000,87
175,10000,697.6207496030207,98387,1412.1286213169988,"[8, 4, 1, 9, 5, 7, 3, 6, 2, 0]",100,10000,87
176,0,1248.8187523669308,98387,1412.6220483299985,"[0, 6, 2, 5, 1, 3, 9, 8, 4, 7]",100,10000,88
177,10000,697.6207496030205,99431,1443.124469096998,"[3, 6, 2, 0, 8, 4, 1, 9, 5, 7]",100,10000,88
178,0,1436.5564951881909,99431,1443.6170340360004,"[9, 1, 7, 3, 8, 2, 5, 4, 6, 0]",100,10000,89
179,10000,697.6207496030206,100588,1477.9502682769999,"[8, 0, 2, 6, 3, 7, 5, 9, 1, 4]",100,10000,89
180,0,1339.4909922884417,100588,1478.4669386610003,"[5, 0, 8, 4, 9, 3, 2, 7, 6, 1]",100,10000,90
181,10000,697.6207496030206,101740,1512.7929398969973,"[2, 0, 8, 4, 1, 9, 5, 7, 3, 6]",100,10000,90
182,0,1603.3577903093758,101740,1513.3084090129996,"[0, 4, 6, 3, 9, 7, 8, 5, 1, 2]",100,10000,91
183,10000,697.6207496030206,102897,1548.2080346039984,"[2, 6, 3, 7, 5, 9, 1, 4, 8, 0]",100,10000,91
184,0,1691.3506830526376,102897,1548.7279238560004,"[9, 8, 5, 4, 3, 2, 1, 0, 7, 6]",100,10000,92
185,10000,684.570393696332,103957,1580.9556443189977,"[6, 7, 5, 3, 9, 1, 4, 8, 0, 2]",100,10000,92
186,0,1485.6320204379545,103957,1581.4933160340006,"[7, 2, 8, 9, 0, 4, 5, 1, 3, 6]",100,10000,93
187,10000,684.5703936963318,105063,1615.7460418480005,"[7, 6, 2, 0, 8, 4, 1, 9, 3, 5]",100,10000,93
188,0,1613.6757776237503,105063,1616.2761864739987,"[4, 0, 9, 6, 5, 1, 3, 7, 8, 2]",100,10000,94
189,10000,697.6207496030206,106378,1656.8271072360003,"[6, 2, 0, 8, 4, 1, 9, 5, 7, 3]",100,10000,94
190,0,1287.7103556671289,106378,1657.3692895489985,"[5, 7, 9, 1, 0, 3, 4, 2, 6, 8]",100,10000,95
191,10000,697.6207496030206,107505,1692.9343365179993,"[7, 5, 9, 1, 4, 8, 0, 2, 6, 3]",100,10000,95
192,0,1122.718027099826,107505,1693.4673061709982,"[6, 2, 7, 3, 5, 8, 4, 0, 1, 9]",100,10000,96
193,10000,697.6207496030206,108567,1727.3821979549975,"[2, 6, 3, 7, 5, 9, 1, 4, 8, 0]",100,10000,96
194,0,1426.6258376272694,108567,1727.9687472219994,"[5, 3, 2, 8, 0, 7, 4, 6, 1, 9]",100,10000,97
195,10000,844.7910599666596,109610,1761.8535212610004,"[5, 7, 6, 2, 0, 3, 8, 4, 1, 9]",100,10000,97
196,0,1337.1677785703246,109610,1762.4075507749985,"[4, 5, 9, 7, 2, 0, 6, 8, 1, 3]",100,10000,98
197,10000,684.570393696332,110677,1796.802875846999,"[1, 9, 3, 5, 7, 6, 2, 0, 8, 4]",100,10000,98
198,0,1175.6849227038047,110677,1797.3294352319972,"[2, 6, 7, 5, 8, 3, 0, 9, 4, 1]",100,10000,99
199,10000,684.5703936963318,111914,1838.102209916,"[2, 6, 7, 5, 3, 9, 1, 4, 8, 0]",100,10000,99
200,0,1308.8226518182264,111914,1838.655405270998,"[2, 3, 7, 0, 6, 5, 1, 8, 9, 4]",100,10000,100
201,10000,697.6207496030206,113120,1878.5963231999995,"[1, 4, 8, 0, 2, 6, 3, 7, 5, 9]",100,10000,100
